Mod:Item:MetaData, Localized Name
gregtech:machine:320, 基础压模器
gregtech:machine:321, 进阶压模器
gregtech:machine:322, 进阶压模器 II
gregtech:machine:323, 进阶压模器 III
gregtech:machine:324, 精英压模器
gregtech:machine:325, 精英压模器 II
gregtech:machine:326, 精英压模器 III
gregtech:machine:327, 终极压模器
gregtech:machine:328, 史诗压模器
gregtech:machine:329, 史诗压模器 II
gregtech:machine:330, 史诗压模器 III
gregtech:machine:331, 史诗压模器 IV
gregtech:machine:332, 传奇压模器
gregtech:machine:335, 基础发酵槽
gregtech:machine:336, 进阶发酵槽
gregtech:machine:337, 进阶发酵槽 II
gregtech:machine:338, 进阶发酵槽 III
gregtech:machine:339, 精英发酵槽
gregtech:machine:340, 精英发酵槽 II
gregtech:machine:341, 精英发酵槽 III
gregtech:machine:342, 终极发酵槽
gregtech:machine:343, 史诗发酵槽
gregtech:machine:344, 史诗发酵槽 II
gregtech:machine:345, 史诗发酵槽 III
gregtech:machine:346, 史诗发酵槽 IV
gregtech:machine:347, 传奇发酵槽
gregtech:machine:380, 基础流体加热器
gregtech:machine:381, 进阶流体加热器
gregtech:machine:382, 进阶流体加热器 II
gregtech:machine:383, 进阶流体加热器 III
gregtech:machine:384, 精英流体加热器
gregtech:machine:385, 精英流体加热器 II
gregtech:machine:386, 精英流体加热器 III
gregtech:machine:387, 终极流体加热器
gregtech:machine:388, 史诗流体加热器
gregtech:machine:389, 史诗流体加热器 II
gregtech:machine:390, 史诗流体加热器 III
gregtech:machine:391, 史诗流体加热器 IV
gregtech:machine:392, 传奇流体加热器
gregtech:machine:395, 基础流体固化器
gregtech:machine:396, 进阶流体固化器
gregtech:machine:397, 进阶流体固化器 II
gregtech:machine:398, 进阶流体固化器 III
gregtech:machine:399, 精英流体固化器
gregtech:machine:400, 精英流体固化器 II
gregtech:machine:401, 精英流体固化器 III
gregtech:machine:402, 终极流体固化器
gregtech:machine:403, 史诗流体固化器
gregtech:machine:404, 史诗流体固化器 II
gregtech:machine:405, 史诗流体固化器 III
gregtech:machine:406, 史诗流体固化器 IV
gregtech:machine:407, 传奇流体固化器
gregtech:machine:410, 基础锻造锤
gregtech:machine:411, 进阶锻造锤
gregtech:machine:412, 进阶锻造锤 II
gregtech:machine:413, 进阶锻造锤 III
gregtech:machine:414, 精英锻造锤
gregtech:machine:415, 精英锻造锤 II
gregtech:machine:416, 精英锻造锤 III
gregtech:machine:417, 终极锻造锤
gregtech:machine:418, 史诗锻造锤
gregtech:machine:419, 史诗锻造锤 II
gregtech:machine:420, 史诗锻造锤 III
gregtech:machine:421, 史诗锻造锤 IV
gregtech:machine:422, 传奇锻造锤
gregtech:machine:425, 基础冲压机床
gregtech:machine:426, 进阶冲压机床
gregtech:machine:427, 进阶冲压机床 II
gregtech:machine:428, 进阶冲压机床 III
gregtech:machine:429, 精英冲压机床
gregtech:machine:430, 精英冲压机床 II
gregtech:machine:431, 精英冲压机床 III
gregtech:machine:432, 终极冲压机床
gregtech:machine:433, 史诗冲压机床
gregtech:machine:434, 史诗冲压机床 II
gregtech:machine:435, 史诗冲压机床 III
gregtech:machine:436, 史诗冲压机床 IV
gregtech:machine:437, 传奇冲压机床
gregtech:machine:440, 基础车床
gregtech:machine:441, 进阶车床
gregtech:machine:442, 进阶车床 II
gregtech:machine:443, 进阶车床 III
gregtech:machine:444, 精英车床
gregtech:machine:445, 精英车床 II
gregtech:machine:446, 精英车床 III
gregtech:machine:447, 终极车床
gregtech:machine:448, 史诗车床
gregtech:machine:449, 史诗车床 II
gregtech:machine:450, 史诗车床 III
gregtech:machine:451, 史诗车床 IV
gregtech:machine:452, 传奇车床
gregtech:machine:455, 基础扫描仪
gregtech:machine:456, 进阶扫描仪
gregtech:machine:457, 进阶扫描仪 II
gregtech:machine:458, 进阶扫描仪 III
gregtech:machine:459, 精英扫描仪
gregtech:machine:460, 精英扫描仪 II
gregtech:machine:461, 精英扫描仪 III
gregtech:machine:462, 终极扫描仪
gregtech:machine:463, 史诗扫描仪
gregtech:machine:464, 史诗扫描仪 II
gregtech:machine:465, 史诗扫描仪 III
gregtech:machine:466, 史诗扫描仪 IV
gregtech:machine:467, 传奇扫描仪
gregtech:machine:470, 基础搅拌机
gregtech:machine:471, 进阶搅拌机
gregtech:machine:472, 进阶搅拌机 II
gregtech:machine:473, 进阶搅拌机 III
gregtech:machine:474, 精英搅拌机
gregtech:machine:475, 精英搅拌机 II
gregtech:machine:476, 精英搅拌机 III
gregtech:machine:477, 终极搅拌机
gregtech:machine:478, 史诗搅拌机
gregtech:machine:479, 史诗搅拌机 II
gregtech:machine:480, 史诗搅拌机 III
gregtech:machine:481, 史诗搅拌机 IV
gregtech:machine:482, 传奇搅拌机
gregtech:machine:485, 基础洗矿厂
gregtech:machine:486, 进阶洗矿厂
gregtech:machine:487, 进阶洗矿厂 II
gregtech:machine:488, 进阶洗矿厂 III
gregtech:machine:489, 精英洗矿厂
gregtech:machine:490, 精英洗矿厂 II
gregtech:machine:491, 精英洗矿厂 III
gregtech:machine:492, 终极洗矿厂
gregtech:machine:493, 史诗洗矿厂
gregtech:machine:494, 史诗洗矿厂 II
gregtech:machine:495, 史诗洗矿厂 III
gregtech:machine:496, 史诗洗矿厂 IV
gregtech:machine:497, 传奇洗矿厂
gregtech:machine:500, 基础打包机
gregtech:machine:501, 进阶打包机
gregtech:machine:502, 进阶打包机 II
gregtech:machine:503, 进阶打包机 III
gregtech:machine:504, 精英打包机
gregtech:machine:505, 精英打包机 II
gregtech:machine:506, 精英打包机 III
gregtech:machine:507, 终极打包机
gregtech:machine:508, 史诗打包机
gregtech:machine:509, 史诗打包机 II
gregtech:machine:510, 史诗打包机 III
gregtech:machine:511, 史诗打包机 IV
gregtech:machine:512, 传奇打包机
gregtech:machine:530, 基础集气室
gregtech:machine:531, 进阶集气室
gregtech:machine:532, 进阶集气室 II
gregtech:machine:533, 进阶集气室 III
gregtech:machine:534, 精英集气室
gregtech:machine:535, 精英集气室 II
gregtech:machine:536, 精英集气室 III
gregtech:machine:537, 终极集气室
gregtech:machine:538, 史诗集气室
gregtech:machine:539, 史诗集气室 II
gregtech:machine:540, 史诗集气室 III
gregtech:machine:541, 史诗集气室 IV
gregtech:machine:542, 传说集气室
gregtech:machine:545, 基础两极磁化机
gregtech:machine:546, 进阶两极磁化机
gregtech:machine:547, 进阶两极磁化机 II
gregtech:machine:548, 进阶两极磁化机 III
gregtech:machine:549, 精英两极磁化机
gregtech:machine:550, 精英两极磁化机 II
gregtech:machine:551, 精英两极磁化机 III
gregtech:machine:552, 终极两极磁化机
gregtech:machine:553, 史诗两极磁化机
gregtech:machine:554, 史诗两极磁化机 II
gregtech:machine:555, 史诗两极磁化机 III
gregtech:machine:556, 史诗两极磁化机 IV
gregtech:machine:557, 传奇两极磁化机
gregtech:machine:560, 基础精密激光蚀刻机
gregtech:machine:561, 进阶精密激光蚀刻机
gregtech:machine:562, 进阶精密激光蚀刻机 II
gregtech:machine:563, 进阶精密激光蚀刻机 III
gregtech:machine:564, 精英精密激光蚀刻机
gregtech:machine:565, 精英精密激光蚀刻机 II
gregtech:machine:566, 精英精密激光蚀刻机 III
gregtech:machine:567, 终极精密激光蚀刻机
gregtech:machine:568, 史诗激光蚀刻机
gregtech:machine:569, 史诗激光蚀刻机 II
gregtech:machine:570, 史诗激光蚀刻机 III
gregtech:machine:571, 史诗激光蚀刻机 IV
gregtech:machine:572, 传奇激光蚀刻机
gregtech:machine:575, 基础筛选机
gregtech:machine:576, 进阶筛选机
gregtech:machine:577, 进阶筛选机 II
gregtech:machine:578, 进阶筛选机 III
gregtech:machine:579, 精英筛选机
gregtech:machine:580, 精英筛选机 II
gregtech:machine:581, 精英筛选机 III
gregtech:machine:582, 终极筛选机
gregtech:machine:583, 史诗筛选机
gregtech:machine:584, 史诗筛选机 II
gregtech:machine:585, 史诗筛选机 III
gregtech:machine:586, 史诗筛选机 IV
gregtech:machine:587, 传奇筛选机
gregtech:machine:605, 基础热力离心机
gregtech:machine:606, 进阶热力离心机
gregtech:machine:607, 进阶热力离心机 II
gregtech:machine:608, 进阶热力离心机 III
gregtech:machine:609, 精英热力离心机
gregtech:machine:610, 精英热力离心机 II
gregtech:machine:611, 精英热力离心机 III
gregtech:machine:612, 终极热力离心机
gregtech:machine:613, 史诗热力离心机
gregtech:machine:614, 史诗热力离心机 II
gregtech:machine:615, 史诗热力离心机 III
gregtech:machine:616, 史诗热力离心机 IV
gregtech:machine:617, 传奇热力离心机
gregtech:machine:620, 基础线材轧机
gregtech:machine:621, 进阶线材轧机
gregtech:machine:622, 进阶线材轧机 II
gregtech:machine:623, 进阶线材轧机 III
gregtech:machine:624, 精英线材轧机
gregtech:machine:625, 精英线材轧机 II
gregtech:machine:626, 精英线材轧机 III
gregtech:machine:627, 终极线材轧机
gregtech:machine:628, 史诗线材轧机
gregtech:machine:629, 史诗线材轧机 II
gregtech:machine:630, 史诗线材轧机 III
gregtech:machine:631, 史诗线材轧机 IV
gregtech:machine:632, 传奇线材轧机
gregtech:machine:635, 基础电路组装机
gregtech:machine:636, 进阶电路组装机
gregtech:machine:637, 进阶电路组装机 II
gregtech:machine:638, 进阶电路组装机 III
gregtech:machine:639, 精英电路组装机
gregtech:machine:640, 精英电路组装机 II
gregtech:machine:641, 精英电路组装机 III
gregtech:machine:642, 终极电路组装机
gregtech:machine:643, 史诗电路组装机
gregtech:machine:644, 史诗电路组装机 II
gregtech:machine:645, 史诗电路组装机 III
gregtech:machine:646, 史诗电路组装机 IV
gregtech:machine:647, 传奇电路组装机
gregtech:machine:665, 基础碎岩机
gregtech:machine:666, 进阶碎岩机
gregtech:machine:667, 进阶碎岩机 II
gregtech:machine:668, 进阶碎岩机 III
gregtech:machine:669, 精英碎岩机
gregtech:machine:670, 精英碎岩机 II
gregtech:machine:671, 精英碎岩机 III
gregtech:machine:672, 终极碎岩机
gregtech:machine:673, 史诗碎岩机
gregtech:machine:674, 史诗碎岩机 II
gregtech:machine:675, 史诗碎岩机 III
gregtech:machine:676, 史诗碎岩机 IV
gregtech:machine:677, 传奇碎岩机
gregtech:machine:920, 基础采矿机
gregtech:machine:921, 进阶采矿机
gregtech:machine:922, 进阶采矿机 II
gregtech:machine:935, 基础内燃发电机
gregtech:machine:936, 进阶内燃发电机
gregtech:machine:937, 涡轮内燃发电机
gregtech:machine:950, 基础蒸汽轮机
gregtech:machine:951, 进阶蒸汽轮机
gregtech:machine:952, 涡轮蒸汽轮机
gregtech:machine:965, 基础燃气轮机
gregtech:machine:966, 进阶燃气轮机
gregtech:machine:967, 涡轮燃气轮机
gregtech:machine:980, 基础物品收集器
gregtech:machine:981, 进阶物品收集器
gregtech:machine:982, 进阶物品收集器 II
gregtech:machine:983, 进阶物品收集器 III
gregtech:machine:984, 魔法能源吸收器
gregtech:machine:985, §8ULV§r机器外壳
gregtech:machine:986, §7LV§r机器外壳
gregtech:machine:987, §bMV§r机器外壳
gregtech:machine:988, §6HV§r机器外壳
gregtech:machine:989, §5EV§r机器外壳
gregtech:machine:990, §1IV§r机器外壳
gregtech:machine:991, §dLuV§r机器外壳
gregtech:machine:992, §cZPM§r机器外壳
gregtech:machine:993, §3UV§r机器外壳
gregtech:machine:994, §4UHV§r机器外壳
gregtech:machine:995, §aUEV§r机器外壳
gregtech:machine:996, §2UIV§r机器外壳
gregtech:machine:997, §eUXV§r机器外壳
gregtech:machine:998, §9OpV§r机器外壳
gregtech:machine:999, §c§lMAX§r机器外壳
gregtech:machine:1000, 土高炉
gregtech:machine:1001, 电力高炉
gregtech:machine:1002, 真空冷冻机
gregtech:machine:1003, 聚爆压缩机
gregtech:machine:1004, 热解炉
gregtech:machine:1005, 蒸馏塔
gregtech:machine:1006, 工业熔炉
gregtech:machine:1007, 大型内燃引擎
gregtech:machine:1008, 极限内燃引擎
gregtech:machine:1009, 石油裂化机
gregtech:machine:1010, 大型蒸汽涡轮
gregtech:machine:1011, 大型燃气涡轮
gregtech:machine:1012, 大型等离子体涡轮
gregtech:machine:1013, 大型青铜锅炉
gregtech:machine:1014, 大型钢锅炉
gregtech:machine:1015, 大型钛锅炉
gregtech:machine:1016, 大型钨钢锅炉
gregtech:machine:1017, 焦炉
gregtech:machine:1018, 焦炉仓
gregtech:machine:1019, 装配线
gregtech:machine:1020, 核聚变反应堆控制电脑MK-I
gregtech:machine:1021, 核聚变反应堆控制电脑MK-II
gregtech:machine:1022, 核聚变反应堆控制电脑MK-III
gregtech:machine:1023, 大型化学反应釜
gregtech:machine:1024, 蒸汽熔炼炉
gregtech:machine:1025, 蒸汽碾磨机
gregtech:machine:1026, 基础采矿场
gregtech:machine:1027, 进阶采矿场
gregtech:machine:1028, 进阶采矿场 II
gregtech:machine:1029, 中央监控器
gregtech:machine:1030, 处理阵列
gregtech:machine:1031, 进阶处理阵列
gregtech:machine:1032, 基础流体钻机
gregtech:machine:1033, 进阶流体钻机
gregtech:machine:1034, 进阶流体钻机 II
gregtech:machine:1035, 超净间
gregtech:machine:1036, 木炭堆点火器
gregtech:machine:1037, 数据库
gregtech:machine:1038, 研究站
gregtech:machine:1039, 高性能计算阵列
gregtech:machine:1040, 网络交换机
gregtech:machine:1041, 蓄能变电站
gregtech:machine:1042, 有源变压器
gregtech:machine:1150, §8ULV§r输入总线
gregtech:machine:1151, §7LV§r输入总线
gregtech:machine:1152, §bMV§r输入总线
gregtech:machine:1153, §6HV§r输入总线
gregtech:machine:1154, §5EV§r输入总线
gregtech:machine:1155, §1IV§r输入总线
gregtech:machine:1156, §dLuV§r输入总线
gregtech:machine:1157, §cZPM§r输入总线
gregtech:machine:1158, §3UV§r输入总线
gregtech:machine:1159, §4UHV§r输入总线
gregtech:machine:1165, §8ULV§r输出总线
gregtech:machine:1166, §7LV§r输出总线
gregtech:machine:1167, §bMV§r输出总线
gregtech:machine:1168, §6HV§r输出总线
gregtech:machine:1169, §5EV§r输出总线
gregtech:machine:1170, §1IV§r输出总线
gregtech:machine:1171, §dLuV§r输出总线
gregtech:machine:1172, §cZPM§r输出总线
gregtech:machine:1173, §3UV§r输出总线
gregtech:machine:1174, §4UHV§r输出总线
gregtech:machine:1180, §8ULV§r输入仓
gregtech:machine:1181, §7LV§r输入仓
gregtech:machine:1182, §bMV§r输入仓
gregtech:machine:1183, §6HV§r输入仓
gregtech:machine:1184, §5EV§r输入仓
gregtech:machine:1185, §1IV§r输入仓
gregtech:machine:1186, §dLuV§r输入仓
gregtech:machine:1187, §cZPM§r输入仓
gregtech:machine:1188, §3UV§r输入仓
gregtech:machine:1189, §4UHV§r输入仓
gregtech:machine:1190, §5EV§r四重输入仓
gregtech:machine:1191, §5EV§r九重输入仓
gregtech:machine:1195, §8ULV§r输出仓
gregtech:machine:1196, §7LV§r输出仓
gregtech:machine:1197, §bMV§r输出仓
gregtech:machine:1198, §6HV§r输出仓
gregtech:machine:1199, §5EV§r输出仓
gregtech:machine:1200, §1IV§r输出仓
gregtech:machine:1201, §dLuV§r输出仓
gregtech:machine:1202, §cZPM§r输出仓
gregtech:machine:1203, §3UV§r输出仓
gregtech:machine:1204, §4UHV§r输出仓
gregtech:machine:1205, §5EV§r四重输出仓
gregtech:machine:1206, §5EV§r九重输出仓
gregtech:machine:1210, §8ULV§r能源仓
gregtech:machine:1211, §7LV§r能源仓
gregtech:machine:1212, §bMV§r能源仓
gregtech:machine:1213, §6HV§r能源仓
gregtech:machine:1214, §5EV§r能源仓
gregtech:machine:1215, §1IV§r能源仓
gregtech:machine:1216, §dLuV§r能源仓
gregtech:machine:1217, §cZPM§r能源仓
gregtech:machine:1218, §3UV§r能源仓
gregtech:machine:1219, §4UHV§r能源仓
gregtech:machine:1220, §aUEV§r能源仓
gregtech:machine:1221, §2UIV§r能源仓
gregtech:machine:1222, §eUXV§r能源仓
gregtech:machine:1223, §9OpV§r能源仓
gregtech:machine:1225, §8ULV§r动力仓
gregtech:machine:1226, §7LV§r动力仓
gregtech:machine:1227, §bMV§r动力仓
gregtech:machine:1228, §6HV§r动力仓
gregtech:machine:1229, §5EV§r动力仓
gregtech:machine:1230, §1IV§r动力仓
gregtech:machine:1231, §dLuV§r动力仓
gregtech:machine:1232, §cZPM§r动力仓
gregtech:machine:1233, §3UV§r动力仓
gregtech:machine:1234, §4UHV§r动力仓
gregtech:machine:1235, §aUEV§r动力仓
gregtech:machine:1236, §2UIV§r动力仓
gregtech:machine:1237, §eUXV§r动力仓
gregtech:machine:1238, §9OpV§r动力仓
gregtech:machine:1399, 4安§5EV§r能源仓
gregtech:machine:1240, 4安§1IV§r能源仓
gregtech:machine:1241, 4安§dLuV§r能源仓
gregtech:machine:1242, 4安§cZPM§r能源仓
gregtech:machine:1243, 4安§3UV§r能源仓
gregtech:machine:1244, 4安§4UHV§r能源仓
gregtech:machine:1245, 16安§1IV§r能源仓
gregtech:machine:1246, 16安§dLuV§r能源仓
gregtech:machine:1247, 16安§cZPM§r能源仓
gregtech:machine:1248, 16安§3UV§r能源仓
gregtech:machine:1249, 16安§4UHV§r能源仓
gregtech:machine:1400, 4安§5EV§r动力仓
gregtech:machine:1250, 4安§1IV§r动力仓
gregtech:machine:1251, 4安§dLuV§r动力仓
gregtech:machine:1252, 4安§cZPM§r动力仓
gregtech:machine:1253, 4安§3UV§r动力仓
gregtech:machine:1254, 4安§4UHV§r动力仓
gregtech:machine:1255, 16安§1IV§r动力仓
gregtech:machine:1256, 16安§dLuV§r动力仓
gregtech:machine:1257, 16安§cZPM§r动力仓
gregtech:machine:1258, 16安§3UV§r动力仓
gregtech:machine:1259, 16安§4UHV§r动力仓
gregtech:machine:1260, 64安§1IV§r变电能源仓
gregtech:machine:1261, 64安§dLuV§r变电能源仓
gregtech:machine:1262, 64安§cZPM§r变电能源仓
gregtech:machine:1263, 64安§3UV§r变电能源仓
gregtech:machine:1264, 64安§4UHV§r变电能源仓
gregtech:machine:1265, 64安§1IV§r变电动力仓
gregtech:machine:1266, 64安§dLuV§r变电动力仓
gregtech:machine:1267, 64安§cZPM§r变电动力仓
gregtech:machine:1268, 64安§3UV§r变电动力仓
gregtech:machine:1269, 64安§4UHV§r变电动力仓
gregtech:machine:1270, 超低压变压器（§8ULV§r）
gregtech:machine:1271, 低压变压器（§7LV§r）
gregtech:machine:1272, 中压变压器（§bMV§r）
gregtech:machine:1273, 高压变压器（§6HV§r）
gregtech:machine:1274, 超高压变压器（§5EV§r）
gregtech:machine:1275, 强导压变压器（§1IV§r）
gregtech:machine:1276, 剧差压变压器（§dLuV§r）
gregtech:machine:1277, 零点压变压器（§cZPM§r）
gregtech:machine:1278, 极限压变压器（§3UV§r）
gregtech:machine:1279, 极高压变压器（§4UHV§r）
gregtech:machine:1280, 极超压变压器（§aUEV§r）
gregtech:machine:1281, 极巨压变压器（§2UIV§r）
gregtech:machine:1282, 极顶压变压器（§eUXV§r）
gregtech:machine:1283, 过载压变压器（§9OpV§r）
gregtech:machine:1730, 超低压高流变压器（§8ULV§r）
gregtech:machine:1731, 低压高流变压器（§7LV§r）
gregtech:machine:1732, 中压高流变压器（§bMV§r）
gregtech:machine:1733, 高压高流变压器（§6HV§r）
gregtech:machine:1734, 超高压高流变压器（§5EV§r）
gregtech:machine:1735, 强导压高流变压器（§1IV§r）
gregtech:machine:1736, 剧差压高流变压器（§dLuV§r）
gregtech:machine:1737, 零点压高流变压器（§cZPM§r）
gregtech:machine:1738, 极限压高流变压器（§3UV§r）
gregtech:machine:1739, 极高压高流变压器（§4UHV§r）
gregtech:machine:1740, 极超压高流变压器（§aUEV§r）
gregtech:machine:1741, 极巨压高流变压器（§2UIV§r）
gregtech:machine:1742, 极顶压高流变压器（§eUXV§r）
gregtech:machine:1743, 过载压高流变压器（§9OpV§r）
gregtech:machine:1285, 超低压高能变压器（§8ULV§r）
gregtech:machine:1286, 低压高能变压器（§7LV§r）
gregtech:machine:1287, 中压高能变压器（§bMV§r）
gregtech:machine:1288, 高压高能变压器（§6HV§r）
gregtech:machine:1289, 超高压高能变压器（§5EV§r）
gregtech:machine:1290, 强导压高能变压器（§1IV§r）
gregtech:machine:1291, 剧差压高能变压器（§dLuV§r）
gregtech:machine:1292, 零点压高能变压器（§cZPM§r）
gregtech:machine:1293, 极限压高能变压器（§3UV§r）
gregtech:machine:1294, 极高压高能变压器（§4UHV§r）
gregtech:machine:1295, 极超压高能变压器（§aUEV§r）
gregtech:machine:1296, 极巨压高能变压器（§2UIV§r）
gregtech:machine:1297, 极顶压高能变压器（§eUXV§r）
gregtech:machine:1298, 过载压高能变压器（§9OpV§r）
gregtech:machine:1300, 超低压二极管（§8ULV§r）
gregtech:machine:1301, 低压二极管（§7LV§r）
gregtech:machine:1302, 中压二极管（§bMV§r）
gregtech:machine:1303, 高压二极管（§6HV§r）
gregtech:machine:1304, 超高压二极管（§5EV§r）
gregtech:machine:1305, 强导压二极管（§1IV§r）
gregtech:machine:1306, 剧差压二极管（§dLuV§r）
gregtech:machine:1307, 零点压二极管（§cZPM§r）
gregtech:machine:1308, 极限压二极管（§3UV§r）
gregtech:machine:1309, 极高压二极管（§4UHV§r）
gregtech:machine:1310, 极超压二极管（§aUEV§r）
gregtech:machine:1311, 极巨压二极管（§2UIV§r）
gregtech:machine:1312, 极顶压二极管（§eUXV§r）
gregtech:machine:1313, 过载压二极管（§9OpV§r）
gregtech:machine:1315, 4x超低压电池箱（§8ULV§r）
gregtech:machine:1316, 4x低压电池箱（§7LV§r）
gregtech:machine:1317, 4x中压电池箱（§bMV§r）
gregtech:machine:1318, 4x高压电池箱（§6HV§r）
gregtech:machine:1319, 4x超高压电池箱（§5EV§r）
gregtech:machine:1320, 4x强导压电池箱（§1IV§r）
gregtech:machine:1321, 4x剧差压电池箱（§dLuV§r）
gregtech:machine:1322, 4x零点压电池箱（§cZPM§r）
gregtech:machine:1323, 4x极限压电池箱（§3UV§r）
gregtech:machine:1324, 4x极高压电池箱（§4UHV§r）
gregtech:machine:1325, 4x极超压电池箱（§aUEV§r）
gregtech:machine:1326, 4x极巨压电池箱（§2UIV§r）
gregtech:machine:1327, 4x极顶压电池箱（§eUXV§r）
gregtech:machine:1328, 4x过载压电池箱（§9OpV§r）
gregtech:machine:1329, 8x超低压电池箱（§8ULV§r）
gregtech:machine:1330, 8x低压电池箱（§7LV§r）
gregtech:machine:1331, 8x中压电池箱（§bMV§r）
gregtech:machine:1332, 8x高压电池箱（§6HV§r）
gregtech:machine:1333, 8x超高压电池箱（§5EV§r）
gregtech:machine:1334, 8x强导压电池箱（§1IV§r）
gregtech:machine:1335, 8x剧差压电池箱（§dLuV§r）
gregtech:machine:1336, 8x零点压电池箱（§cZPM§r）
gregtech:machine:1337, 8x极限压电池箱（§3UV§r）
gregtech:machine:1338, 8x极高压电池箱（§4UHV§r）
gregtech:machine:1339, 8x极超压电池箱（§aUEV§r）
gregtech:machine:1340, 8x极巨压电池箱（§2UIV§r）
gregtech:machine:1341, 8x极顶压电池箱（§eUXV§r）
gregtech:machine:1342, 8x过载压电池箱（§9OpV§r）
gregtech:machine:1343, 16x超低压电池箱（§8ULV§r）
gregtech:machine:1344, 16x低压电池箱（§7LV§r）
gregtech:machine:1345, 16x中压电池箱（§bMV§r）
gregtech:machine:1346, 16x高压电池箱（§6HV§r）
gregtech:machine:1347, 16x超高压电池箱（§5EV§r）
gregtech:machine:1348, 16x强导压电池箱（§1IV§r）
gregtech:machine:1349, 16x剧差压电池箱（§dLuV§r）
gregtech:machine:1350, 16x零点压电池箱（§cZPM§r）
gregtech:machine:1351, 16x极限压电池箱（§3UV§r）
gregtech:machine:1352, 16x极高压电池箱（§4UHV§r）
gregtech:machine:1353, 16x极超压电池箱（§aUEV§r）
gregtech:machine:1354, 16x极巨压电池箱（§2UIV§r）
gregtech:machine:1355, 16x极顶压电池箱（§eUXV§r）
gregtech:machine:1356, 16x过载压电池箱（§9OpV§r）
gregtech:machine:1375, 超低压闪聚充电箱（§8ULV§r）
gregtech:machine:1376, 低压闪聚充电箱（§7LV§r）
gregtech:machine:1377, 中压闪聚充电箱（§bMV§r）
gregtech:machine:1378, 高压闪聚充电箱（§6HV§r）
gregtech:machine:1379, 超高压闪聚充电箱（§5EV§r）
gregtech:machine:1380, 强导压闪聚充电箱（§1IV§r）
gregtech:machine:1381, 剧差压闪聚充电箱（§dLuV§r）
gregtech:machine:1382, 零点压闪聚充电箱（§cZPM§r）
gregtech:machine:1383, 极限压闪聚充电箱（§3UV§r）
gregtech:machine:1384, 极高压闪聚充电箱（§4UHV§r）
gregtech:machine:1385, 极超压闪聚充电箱（§aUEV§r）
gregtech:machine:1386, 极巨压闪聚充电箱（§2UIV§r）
gregtech:machine:1387, 极顶压闪聚充电箱（§eUXV§r）
gregtech:machine:1388, 过载压闪聚充电箱（§9OpV§r）
gregtech:machine:1390, 基础世界加速器
gregtech:machine:1391, 进阶世界加速器
gregtech:machine:1392, 进阶世界加速器 II
gregtech:machine:1393, 进阶世界加速器 III
gregtech:machine:1394, 精英世界加速器
gregtech:machine:1395, 精英世界加速器 II
gregtech:machine:1396, 精英世界加速器 III
gregtech:machine:1397, 终极世界加速器
gregtech:machine:1398, 机器访问接口
gregtech:machine:1402, 物品通行仓
gregtech:machine:1403, 流体通行仓
gregtech:machine:1404, 数据访问仓
gregtech:machine:1405, 高级数据访问仓
gregtech:machine:1406, 创造模式数据访问仓
gregtech:machine:1407, 光学数据靶仓
gregtech:machine:1408, 光学数据源仓
gregtech:machine:1409, 算力数据靶仓
gregtech:machine:1410, 算力数据源仓
gregtech:machine:1411, 物品支架
gregtech:machine:1412, 空HPCA组件
gregtech:machine:1413, HPCA计算组件
gregtech:machine:1414, HPCA高级计算组件
gregtech:machine:1415, HPCA散热组件
gregtech:machine:1416, HPCA主动冷却组件
gregtech:machine:1417, HPCA桥接组件
gregtech:machine:1420, 256安§1IV§r激光靶仓
gregtech:machine:1421, 256安§dLuV§r激光靶仓
gregtech:machine:1422, 256安§cZPM§r激光靶仓
gregtech:machine:1423, 256安§3UV§r激光靶仓
gregtech:machine:1424, 256安§4UHV§r激光靶仓
gregtech:machine:1425, 256安§aUEV§r激光靶仓
gregtech:machine:1426, 256安§2UIV§r激光靶仓
gregtech:machine:1427, 256安§eUXV§r激光靶仓
gregtech:machine:1428, 256安§9OpV§r激光靶仓
gregtech:machine:1429, 256安§1IV§r激光源仓
gregtech:machine:1430, 256安§dLuV§r激光源仓
gregtech:machine:1431, 256安§cZPM§r激光源仓
gregtech:machine:1432, 256安§3UV§r激光源仓
gregtech:machine:1433, 256安§4UHV§r激光源仓
gregtech:machine:1434, 256安§aUEV§r激光源仓
gregtech:machine:1435, 256安§2UIV§r激光源仓
gregtech:machine:1436, 256安§eUXV§r激光源仓
gregtech:machine:1437, 256安§9OpV§r激光源仓
gregtech:machine:1438, 1024安§1IV§r激光靶仓
gregtech:machine:1439, 1024安§dLuV§r激光靶仓
gregtech:machine:1440, 1024安§cZPM§r激光靶仓
gregtech:machine:1441, 1024安§3UV§r激光靶仓
gregtech:machine:1442, 1024安§4UHV§r激光靶仓
gregtech:machine:1443, 1024安§aUEV§r激光靶仓
gregtech:machine:1444, 1024安§2UIV§r激光靶仓
gregtech:machine:1445, 1024安§eUXV§r激光靶仓
gregtech:machine:1446, 1024安§9OpV§r激光靶仓
gregtech:machine:1447, 1024安§1IV§r激光源仓
gregtech:machine:1448, 1024安§dLuV§r激光源仓
gregtech:machine:1449, 1024安§cZPM§r激光源仓
gregtech:machine:1450, 1024安§3UV§r激光源仓
gregtech:machine:1451, 1024安§4UHV§r激光源仓
gregtech:machine:1452, 1024安§aUEV§r激光源仓
gregtech:machine:1453, 1024安§2UIV§r激光源仓
gregtech:machine:1454, 1024安§eUXV§r激光源仓
